42
2 10
6 31 ohniva
19 17 ohniva
20 22 ledova
17 21 ledova
32 3 ohniva
28 9 ohniva
31 0 ohniva
28 8 ohniva
10 11 ledova
14 18 ohniva
1 22 ledova
24 17 ledova
32 5 ledova
3 19 ledova
24 21 ohniva
13 7 ledova
19 15 ohniva
32 7 ohniva
19 5 ohniva
5 25 ohniva
7 18 ledova
26 28 ohniva
14 2 ledova
5 31 ledova
16 3 ohniva
28 31 ohniva
30 13 ohniva
25 9 ledova
53 141
1 21 ledova
32 30 ledova
43 24 ohniva
49 30 ledova
11 16 ohniva
16 45 ledova
39 17 ohniva
40 27 ledova
40 7 ohniva
37 20 ledova
51 37 ledova
3 37 ohniva
45 11 ohniva
25 0 ohniva
21 24 ledova
12 25 ohniva
8 4 ledova
47 15 ohniva
34 19 ledova
48 49 ohniva
17 7 ohniva
33 31 ledova
46 41 ohniva
36 4 ohniva
29 4 ledova
38 24 ledova
6 22 ledova
12 29 ledova
13 17 ohniva
36 9 ledova
5 3 ohniva
29 46 ohniva
45 6 ohniva
6 12 ledova
2 13 ohniva
48 26 ohniva
10 51 ledova
42 21 ohniva
28 44 ohniva
37 7 ledova
26 35 ledova
47 8 ledova
12 31 ohniva
23 36 ohniva
19 35 ledova
42 5 ohniva
11 31 ledova
5 17 ledova
51 47 ohniva
49 48 ledova
37 13 ledova
52 25 ohniva
31 2 ohniva
38 29 ohniva
39 46 ledova
47 26 ledova
28 18 ledova
28 38 ledova
21 0 ohniva
7 2 ohniva
24 3 ledova
36 49 ledova
2 28 ledova
5 41 ohniva
3 22 ohniva
47 44 ohniva
1 6 ledova
20 50 ledova
2 8 ledova
37 47 ledova
3 36 ohniva
45 25 ledova
34 7 ohniva
11 36 ledova
15 29 ledova
32 34 ohniva
48 25 ohniva
40 44 ohniva
32 15 ledova
45 32 ohniva
42 40 ledova
41 47 ledova
17 34 ohniva
20 46 ohniva
20 35 ohniva
43 48 ohniva
21 48 ledova
26 40 ledova
31 41 ohniva
45 21 ohniva
13 17 ohniva
25 12 ledova
13 6 ohniva
41 27 ohniva
10 7 ledova
39 27 ohniva
40 1 ledova
49 37 ledova
35 50 ledova
38 20 ohniva
14 12 ohniva
38 36 ledova
31 40 ledova
2 49 ohniva
18 50 ohniva
45 1 ohniva
27 6 ledova
47 13 ledova
27 14 ledova
25 20 ohniva
26 8 ledova
40 18 ledova
25 31 ledova
33 0 ledova
40 21 ohniva
33 1 ohniva
36 10 ledova
35 3 ohniva
1 29 ledova
31 52 ohniva
35 40 ohniva
17 18 ohniva
49 15 ohniva
52 6 ledova
33 7 ohniva
33 46 ohniva
43 0 ledova
3 37 ohniva
32 45 ledova
18 42 ohniva
12 0 ohniva
33 10 ledova
50 49 ohniva
19 5 ledova
44 47 ohniva
29 24 ledova
41 24 ledova
41 10 ohniva
39 15 ledova
35 50 ohniva
49 24 ledova
100 750
78 35 ohniva
3 7 ohniva
87 46 ohniva
96 70 ohniva
83 24 ledova
17 78 ledova
3 47 ledova
50 70 ohniva
68 35 ledova
33 11 ohniva
48 69 ledova
59 99 ledova
46 94 ohniva
36 33 ledova
46 19 ohniva
73 95 ohniva
31 90 ohniva
35 59 ohniva
44 91 ohniva
78 55 ledova
75 9 ledova
49 99 ohniva
17 54 ledova
21 66 ledova
92 30 ohniva
54 41 ohniva
99 29 ohniva
67 84 ledova
44 5 ohniva
78 97 ohniva
47 21 ledova
29 80 ohniva
15 71 ledova
88 72 ledova
43 27 ohniva
77 28 ohniva
13 78 ledova
15 42 ohniva
3 91 ledova
47 68 ledova
0 90 ohniva
41 93 ohniva
60 95 ohniva
92 53 ohniva
26 59 ohniva
0 15 ohniva
94 60 ohniva
92 3 ledova
66 69 ledova
46 35 ledova
9 19 ledova
20 48 ledova
57 88 ledova
15 42 ohniva
98 90 ledova
31 53 ledova
16 38 ohniva
39 16 ledova
40 85 ohniva
31 83 ledova
5 3 ledova
36 73 ohniva
45 8 ledova
72 82 ledova
83 92 ledova
7 18 ledova
3 16 ohniva
94 92 ledova
38 30 ledova
2 71 ledova
22 38 ohniva
72 54 ledova
85 13 ledova
21 13 ohniva
96 27 ohniva
5 1 ledova
26 39 ohniva
47 24 ohniva
89 5 ledova
28 18 ledova
21 20 ohniva
59 32 ledova
40 80 ohniva
92 2 ohniva
91 44 ohniva
8 33 ledova
2 30 ohniva
57 49 ohniva
48 17 ledova
98 77 ohniva
34 91 ledova
48 68 ohniva
59 2 ohniva
32 3 ohniva
87 17 ledova
92 8 ohniva
85 39 ohniva
5 50 ledova
70 29 ledova
40 50 ohniva
18 73 ledova
56 71 ohniva
83 59 ohniva
52 91 ohniva
7 43 ohniva
99 86 ledova
32 43 ledova
81 79 ledova
42 85 ledova
3 46 ohniva
77 27 ledova
52 85 ohniva
34 90 ledova
8 92 ohniva
58 43 ohniva
29 96 ohniva
5 14 ohniva
28 99 ledova
3 94 ohniva
94 73 ohniva
53 18 ledova
18 95 ohniva
11 50 ledova
33 72 ohniva
95 62 ledova
82 70 ledova
68 48 ledova
83 72 ledova
45 71 ledova
36 10 ledova
85 52 ledova
17 71 ohniva
33 55 ohniva
33 36 ledova
19 47 ohniva
74 91 ohniva
11 19 ledova
49 66 ohniva
98 45 ohniva
56 73 ledova
70 88 ledova
2 92 ledova
22 25 ohniva
93 42 ledova
22 29 ledova
57 27 ohniva
74 73 ledova
97 25 ohniva
66 20 ledova
62 56 ohniva
11 43 ohniva
2 51 ledova
80 48 ohniva
98 84 ohniva
7 70 ohniva
84 80 ledova
41 17 ledova
64 90 ohniva
58 28 ledova
69 91 ledova
29 17 ledova
30 84 ledova
92 22 ohniva
97 64 ohniva
84 56 ohniva
25 67 ohniva
67 29 ohniva
66 70 ledova
52 99 ledova
17 4 ledova
19 74 ledova
94 71 ohniva
70 92 ohniva
97 67 ledova
70 32 ledova
83 51 ledova
85 13 ohniva
15 7 ohniva
8 55 ledova
60 92 ledova
46 69 ohniva
51 53 ledova
89 75 ledova
26 49 ohniva
28 27 ledova
7 75 ledova
26 5 ohniva
58 80 ledova
0 60 ledova
24 19 ledova
7 19 ledova
88 49 ohniva
33 29 ledova
51 20 ledova
92 73 ledova
15 31 ohniva
33 65 ledova
49 72 ledova
32 67 ohniva
92 89 ledova
52 7 ohniva
6 32 ledova
77 16 ledova
96 31 ledova
33 60 ohniva
55 84 ledova
63 2 ohniva
72 10 ohniva
79 65 ohniva
88 28 ledova
18 7 ledova
93 90 ohniva
57 12 ohniva
13 47 ohniva
75 1 ohniva
97 44 ledova
55 70 ledova
9 81 ledova
78 35 ledova
0 43 ledova
15 95 ledova
2 34 ledova
89 7 ohniva
23 80 ohniva
47 38 ledova
45 9 ledova
1 56 ledova
38 99 ledova
44 84 ohniva
52 32 ohniva
93 57 ohniva
37 35 ledova
13 14 ohniva
91 90 ohniva
40 15 ledova
31 14 ohniva
86 8 ohniva
7 30 ledova
3 98 ledova
85 51 ledova
69 19 ohniva
37 70 ohniva
55 44 ledova
94 7 ledova
67 39 ohniva
52 71 ohniva
33 5 ledova
85 75 ohniva
71 21 ledova
28 32 ledova
57 56 ohniva
47 67 ledova
0 63 ohniva
81 41 ohniva
91 47 ohniva
70 95 ohniva
11 61 ledova
80 43 ledova
79 7 ledova
58 49 ohniva
84 35 ledova
84 24 ledova
51 14 ledova
54 5 ohniva
40 56 ohniva
5 31 ledova
59 88 ohniva
4 25 ledova
93 18 ledova
35 20 ohniva
8 58 ledova
31 80 ohniva
58 82 ledova
88 30 ledova
97 59 ohniva
83 76 ohniva
92 74 ledova
14 80 ledova
74 52 ohniva
99 40 ohniva
86 95 ohniva
84 99 ledova
17 14 ledova
34 62 ledova
55 36 ohniva
45 70 ohniva
42 48 ohniva
25 88 ledova
0 19 ohniva
98 58 ohniva
62 23 ohniva
29 45 ledova
32 50 ohniva
10 5 ledova
87 44 ledova
16 76 ledova
99 12 ohniva
16 2 ledova
29 30 ohniva
26 78 ohniva
24 25 ohniva
48 25 ohniva
12 79 ledova
54 43 ohniva
46 33 ledova
92 65 ledova
45 5 ledova
57 26 ledova
96 88 ledova
20 60 ledova
1 27 ledova
87 17 ledova
53 29 ledova
59 55 ohniva
38 51 ohniva
86 66 ledova
1 99 ohniva
20 19 ohniva
45 33 ledova
67 18 ohniva
39 42 ledova
62 48 ledova
14 44 ohniva
96 38 ohniva
69 14 ohniva
85 28 ledova
17 31 ledova
8 42 ledova
72 76 ohniva
30 23 ohniva
36 51 ohniva
57 59 ledova
46 24 ledova
11 13 ledova
80 35 ohniva
12 23 ledova
26 10 ohniva
48 25 ledova
85 30 ohniva
25 88 ohniva
72 51 ledova
14 58 ohniva
44 39 ledova
23 66 ohniva
32 55 ledova
70 71 ledova
46 71 ohniva
45 20 ohniva
28 69 ledova
80 27 ledova
75 16 ohniva
19 26 ohniva
36 39 ohniva
21 6 ohniva
17 67 ohniva
72 22 ohniva
76 24 ledova
90 95 ohniva
90 62 ledova
83 49 ohniva
87 84 ledova
86 29 ohniva
81 38 ohniva
75 54 ledova
78 28 ledova
86 36 ohniva
42 69 ledova
43 98 ledova
4 96 ohniva
86 95 ledova
77 81 ohniva
26 95 ohniva
25 13 ledova
94 11 ohniva
0 17 ledova
12 90 ledova
66 80 ledova
97 60 ledova
71 92 ledova
57 95 ohniva
4 94 ohniva
32 18 ohniva
61 80 ohniva
9 66 ledova
70 93 ohniva
13 23 ledova
46 20 ohniva
52 61 ledova
23 80 ledova
60 48 ohniva
85 44 ohniva
58 37 ohniva
74 6 ohniva
95 58 ledova
76 3 ohniva
1 59 ohniva
64 27 ohniva
9 20 ledova
45 51 ohniva
87 14 ohniva
91 2 ledova
71 92 ledova
2 33 ledova
28 67 ohniva
10 74 ledova
74 58 ledova
29 58 ohniva
3 60 ohniva
96 41 ledova
35 53 ohniva
98 35 ledova
90 68 ledova
18 26 ledova
18 19 ledova
15 33 ledova
28 44 ohniva
74 37 ohniva
4 35 ohniva
81 22 ledova
16 68 ledova
32 17 ledova
78 51 ledova
46 23 ledova
43 89 ohniva
49 92 ledova
2 7 ledova
55 62 ohniva
32 1 ohniva
89 53 ohniva
61 58 ledova
40 9 ohniva
72 18 ledova
23 21 ohniva
81 83 ledova
45 69 ledova
53 27 ledova
82 80 ledova
70 30 ohniva
80 92 ohniva
40 14 ledova
38 79 ohniva
94 64 ledova
86 0 ledova
84 34 ohniva
50 2 ledova
77 46 ohniva
91 96 ledova
51 20 ledova
92 11 ledova
73 71 ledova
16 92 ledova
90 87 ledova
4 69 ohniva
38 27 ledova
3 71 ohniva
18 20 ohniva
61 79 ledova
84 91 ohniva
55 12 ohniva
42 16 ledova
77 84 ledova
28 46 ohniva
49 68 ohniva
14 12 ledova
20 7 ledova
12 83 ledova
39 91 ohniva
61 3 ledova
50 55 ohniva
51 81 ohniva
27 78 ledova
88 68 ledova
52 90 ledova
24 92 ohniva
20 90 ledova
30 32 ohniva
3 76 ledova
28 26 ohniva
79 47 ledova
1 33 ledova
5 79 ledova
15 67 ledova
25 22 ledova
95 43 ohniva
89 58 ohniva
20 5 ledova
43 21 ohniva
26 0 ledova
82 41 ledova
35 74 ledova
65 61 ohniva
61 46 ohniva
73 78 ledova
76 49 ledova
42 16 ohniva
33 66 ledova
47 24 ledova
19 91 ledova
46 81 ohniva
38 89 ledova
44 75 ledova
99 90 ohniva
67 76 ohniva
87 67 ohniva
35 14 ledova
64 60 ledova
0 17 ledova
37 38 ledova
64 18 ledova
0 99 ledova
23 35 ledova
56 32 ledova
78 15 ledova
7 17 ledova
76 56 ledova
43 20 ohniva
59 40 ledova
99 82 ohniva
39 2 ohniva
62 10 ledova
61 23 ledova
31 52 ohniva
30 21 ledova
56 57 ledova
96 94 ohniva
38 2 ledova
91 77 ledova
94 19 ohniva
32 78 ledova
45 56 ledova
69 57 ledova
96 84 ohniva
74 38 ledova
69 30 ledova
25 92 ohniva
49 99 ledova
16 89 ohniva
62 77 ledova
28 19 ledova
49 56 ohniva
81 61 ledova
44 21 ohniva
56 33 ledova
59 86 ledova
31 45 ledova
56 90 ohniva
33 91 ohniva
99 34 ohniva
84 50 ledova
19 29 ledova
59 35 ohniva
17 89 ledova
39 85 ledova
44 55 ohniva
10 85 ohniva
60 57 ledova
77 21 ohniva
56 28 ledova
63 53 ledova
3 31 ohniva
98 51 ledova
93 27 ledova
79 10 ohniva
95 1 ledova
37 26 ledova
28 51 ledova
6 20 ledova
33 83 ledova
92 18 ohniva
65 0 ledova
26 25 ohniva
36 64 ohniva
34 2 ohniva
66 36 ledova
92 32 ledova
68 26 ledova
28 90 ledova
19 25 ledova
99 31 ohniva
40 36 ohniva
41 60 ledova
21 28 ledova
73 77 ledova
38 71 ledova
86 76 ohniva
9 66 ohniva
8 0 ledova
59 97 ohniva
83 42 ledova
51 66 ohniva
77 1 ohniva
14 8 ledova
83 61 ledova
78 80 ohniva
97 94 ledova
0 77 ledova
70 5 ledova
51 71 ledova
24 95 ohniva
94 80 ohniva
41 62 ledova
85 90 ledova
55 48 ohniva
23 21 ohniva
69 63 ohniva
33 89 ledova
85 79 ohniva
91 42 ohniva
1 70 ohniva
5 74 ohniva
28 38 ohniva
83 35 ohniva
23 14 ledova
23 33 ledova
75 28 ohniva
95 15 ledova
91 86 ohniva
54 39 ohniva
72 65 ledova
91 88 ledova
65 25 ohniva
43 33 ohniva
69 41 ledova
56 52 ohniva
37 28 ledova
91 25 ledova
76 55 ledova
63 20 ledova
41 6 ledova
20 43 ohniva
46 86 ohniva
88 24 ohniva
3 77 ledova
9 50 ohniva
15 4 ohniva
24 90 ohniva
81 61 ledova
23 12 ledova
43 46 ledova
2 26 ledova
41 80 ledova
82 60 ledova
60 35 ledova
25 93 ledova
6 24 ohniva
22 58 ohniva
19 71 ohniva
35 56 ohniva
84 95 ohniva
8 93 ledova
90 2 ledova
74 31 ledova
2 78 ohniva
51 99 ledova
78 91 ledova
67 92 ledova
23 36 ledova
94 91 ledova
62 88 ohniva
24 28 ohniva
28 26 ledova
20 1 ledova
98 67 ledova
10 70 ohniva
59 29 ledova
45 4 ohniva
7 46 ohniva
72 21 ohniva
86 33 ledova
81 24 ohniva
61 58 ohniva
3 84 ledova
60 13 ohniva
3 59 ohniva
74 89 ledova
10 51 ohniva
66 71 ledova
27 21 ohniva
9 56 ohniva
36 5 ohniva
25 0 ohniva
33 18 ledova
22 20 ohniva
67 31 ohniva
28 55 ohniva
72 82 ohniva
76 7 ohniva
88 57 ledova
57 11 ohniva
77 8 ohniva
86 70 ohniva
66 34 ledova
88 82 ohniva
95 40 ohniva
41 52 ohniva
38 96 ledova
24 67 ledova
80 9 ohniva
40 67 ledova
65 46 ohniva
3 10 ledova
53 23 ledova
36 77 ledova
95 80 ohniva
60 68 ohniva
25 26 ohniva
99 84 ledova
15 31 ohniva
91 26 ledova
63 65 ohniva
68 0 ledova
20 59 ledova
95 3 ohniva
99 51 ohniva
62 28 ledova
66 50 ledova
35 91 ledova
72 39 ohniva
53 4 ledova
80 77 ohniva
97 50 ledova
4 95 ohniva
93 98 ohniva
99 32 ohniva
4 20 ohniva
7 90 ledova
94 74 ledova
42 53 ohniva
90 69 ohniva
26 57 ledova
45 40 ledova
36 27 ohniva
98 15 ohniva
28 11 ledova
8 55 ledova
10 79 ohniva
54 25 ledova
23 34 ohniva
51 7 ohniva
9 68 ohniva
66 17 ohniva
74 34 ledova
66 83 ledova
53 30 ledova
20 76 ledova
82 70 ohniva
17 39 ohniva
13 36 ohniva
70 12 ledova
43 1 ohniva
93 252
52 68 ohniva
11 4 ohniva
21 37 ohniva
41 5 ledova
67 50 ohniva
57 9 ledova
22 61 ohniva
10 65 ohniva
70 30 ohniva
48 24 ohniva
35 67 ledova
25 85 ohniva
64 82 ohniva
77 55 ledova
84 73 ohniva
33 18 ohniva
87 19 ohniva
66 22 ledova
15 83 ohniva
49 12 ohniva
46 12 ohniva
78 72 ohniva
74 35 ohniva
41 26 ledova
91 9 ohniva
79 31 ohniva
58 56 ohniva
73 43 ohniva
3 22 ledova
13 65 ohniva
19 81 ledova
86 31 ledova
82 41 ledova
80 51 ohniva
56 38 ohniva
11 17 ledova
59 21 ohniva
79 60 ohniva
55 5 ledova
88 37 ohniva
1 64 ledova
83 85 ohniva
76 42 ohniva
76 6 ohniva
3 66 ledova
19 22 ohniva
68 44 ledova
82 6 ledova
87 40 ledova
13 30 ohniva
17 7 ohniva
24 33 ledova
18 13 ledova
47 26 ohniva
26 32 ledova
38 43 ledova
84 18 ledova
26 23 ohniva
2 41 ledova
36 78 ledova
79 71 ledova
5 86 ledova
55 6 ohniva
83 51 ledova
61 41 ohniva
15 67 ohniva
86 23 ledova
18 15 ledova
82 52 ohniva
68 48 ledova
39 13 ledova
54 89 ledova
33 50 ledova
6 28 ohniva
12 34 ohniva
82 51 ohniva
26 31 ohniva
20 91 ledova
56 9 ohniva
49 89 ledova
42 39 ledova
25 65 ledova
29 23 ohniva
22 67 ohniva
38 25 ohniva
91 70 ohniva
25 22 ohniva
31 27 ledova
7 48 ohniva
19 2 ledova
85 9 ohniva
6 35 ledova
69 9 ohniva
89 44 ohniva
82 3 ohniva
68 2 ohniva
5 4 ohniva
32 12 ohniva
49 58 ohniva
33 46 ledova
14 92 ohniva
57 56 ohniva
44 81 ledova
91 44 ledova
32 22 ohniva
58 70 ohniva
10 41 ohniva
3 29 ledova
85 38 ohniva
36 82 ledova
55 71 ledova
21 54 ohniva
44 9 ledova
55 64 ohniva
22 84 ohniva
49 64 ledova
38 90 ledova
6 18 ledova
49 89 ledova
27 4 ohniva
21 60 ledova
15 40 ledova
68 14 ohniva
73 4 ohniva
83 13 ohniva
71 72 ohniva
45 28 ledova
42 68 ohniva
29 33 ledova
83 59 ledova
19 68 ledova
88 86 ledova
59 39 ohniva
75 76 ohniva
56 29 ledova
78 38 ohniva
22 25 ohniva
30 75 ledova
13 48 ledova
79 17 ledova
69 21 ledova
4 47 ledova
72 84 ledova
1 30 ledova
4 87 ohniva
74 49 ledova
89 60 ledova
13 5 ledova
4 51 ledova
83 48 ledova
55 11 ledova
1 86 ohniva
60 55 ledova
84 14 ledova
8 46 ohniva
12 70 ledova
84 54 ohniva
5 29 ledova
85 5 ledova
71 35 ledova
50 43 ledova
23 22 ledova
61 34 ohniva
79 16 ledova
43 60 ledova
64 33 ohniva
2 10 ledova
70 39 ohniva
30 64 ohniva
18 25 ledova
22 35 ledova
5 90 ledova
75 31 ohniva
23 20 ohniva
35 4 ohniva
84 9 ledova
23 13 ledova
63 66 ohniva
40 78 ohniva
84 69 ledova
18 87 ohniva
69 58 ledova
46 38 ohniva
12 68 ledova
45 92 ohniva
13 51 ohniva
80 62 ledova
53 40 ohniva
79 91 ledova
72 27 ledova
47 86 ohniva
53 24 ledova
16 82 ohniva
75 33 ledova
53 65 ledova
19 17 ledova
68 61 ohniva
24 89 ohniva
13 2 ledova
37 20 ledova
35 79 ledova
25 20 ohniva
5 42 ledova
29 39 ledova
71 63 ohniva
58 65 ledova
17 78 ledova
26 67 ledova
1 14 ohniva
57 37 ledova
28 74 ledova
83 68 ledova
18 31 ledova
41 34 ledova
7 36 ohniva
28 30 ledova
44 20 ohniva
35 52 ledova
15 19 ohniva
23 88 ohniva
12 23 ledova
20 1 ledova
89 64 ledova
60 63 ohniva
73 79 ohniva
67 25 ledova
25 57 ledova
15 25 ledova
48 69 ledova
60 31 ohniva
65 17 ohniva
17 9 ledova
34 57 ledova
91 37 ledova
20 19 ohniva
52 79 ohniva
18 75 ledova
36 49 ledova
63 53 ledova
74 65 ledova
33 80 ohniva
36 25 ledova
69 1 ledova
20 84 ohniva
66 48 ledova
27 77 ledova
13 42 ohniva
44 47 ledova
25 61 ledova
8 22 ohniva
40 78 ohniva
17 59 ledova
50 85
21 11 ledova
3 32 ohniva
18 22 ledova
46 30 ledova
30 16 ledova
45 48 ledova
45 36 ledova
33 44 ohniva
16 46 ledova
23 20 ledova
16 21 ohniva
16 0 ledova
18 46 ohniva
27 3 ohniva
38 34 ledova
5 26 ohniva
17 45 ledova
10 19 ohniva
46 8 ohniva
28 43 ohniva
27 1 ohniva
25 46 ledova
49 20 ohniva
25 8 ledova
9 14 ohniva
14 10 ohniva
16 3 ohniva
17 49 ledova
47 3 ohniva
39 4 ledova
20 23 ledova
16 19 ledova
49 13 ohniva
8 26 ledova
44 5 ohniva
40 27 ohniva
43 46 ledova
11 3 ohniva
0 37 ledova
26 25 ohniva
46 3 ledova
22 40 ledova
8 6 ledova
45 3 ohniva
21 8 ledova
17 41 ohniva
8 4 ledova
46 3 ledova
17 36 ohniva
10 31 ohniva
0 31 ohniva
25 2 ohniva
39 38 ledova
31 24 ledova
6 30 ledova
48 47 ledova
33 12 ledova
49 17 ledova
39 15 ledova
12 23 ohniva
35 46 ledova
45 8 ledova
35 14 ledova
15 42 ledova
45 24 ledova
42 9 ohniva
45 46 ledova
46 27 ledova
48 20 ohniva
46 41 ohniva
14 15 ledova
30 20 ohniva
9 39 ledova
22 11 ledova
5 22 ledova
8 5 ohniva
49 17 ohniva
1 49 ohniva
39 2 ledova
18 29 ohniva
4 11 ohniva
18 47 ledova
48 29 ledova
40 9 ohniva
28 21 ledova
79 166
13 52 ledova
74 39 ohniva
66 30 ledova
25 61 ledova
43 67 ledova
66 20 ohniva
36 29 ohniva
58 44 ledova
3 0 ohniva
6 43 ledova
69 72 ledova
42 6 ledova
70 5 ledova
56 55 ohniva
42 14 ohniva
53 27 ledova
51 29 ledova
48 7 ledova
42 4 ledova
26 78 ohniva
64 23 ohniva
72 75 ledova
75 70 ohniva
19 76 ledova
74 29 ohniva
18 40 ledova
23 9 ohniva
52 51 ledova
26 33 ohniva
9 49 ohniva
57 13 ledova
2 18 ledova
11 38 ledova
26 28 ledova
40 63 ohniva
70 21 ohniva
18 10 ledova
74 3 ohniva
23 5 ledova
24 37 ohniva
4 5 ledova
31 73 ohniva
77 21 ohniva
75 77 ledova
16 70 ledova
4 53 ohniva
57 75 ohniva
72 13 ledova
1 33 ledova
56 52 ohniva
44 61 ohniva
18 44 ledova
49 43 ledova
8 48 ledova
16 62 ledova
77 52 ohniva
16 40 ledova
12 39 ohniva
32 7 ohniva
31 52 ledova
77 59 ohniva
52 12 ledova
66 30 ohniva
31 42 ledova
17 30 ohniva
33 3 ledova
17 4 ledova
56 66 ohniva
65 49 ledova
15 71 ledova
78 62 ohniva
32 9 ledova
41 2 ohniva
57 26 ohniva
61 52 ohniva
25 37 ledova
58 53 ohniva
22 49 ledova
69 57 ohniva
57 1 ledova
47 25 ledova
2 28 ledova
12 19 ledova
16 67 ohniva
76 40 ohniva
66 44 ledova
10 3 ohniva
65 0 ledova
51 2 ohniva
22 33 ledova
28 66 ohniva
27 48 ledova
48 28 ledova
58 48 ledova
52 67 ohniva
14 25 ledova
59 15 ledova
14 21 ledova
17 19 ledova
55 24 ledova
55 64 ledova
23 78 ledova
41 45 ledova
56 12 ledova
45 54 ohniva
51 68 ledova
21 30 ohniva
57 53 ohniva
31 3 ohniva
49 4 ohniva
13 26 ledova
25 27 ledova
20 34 ledova
43 28 ohniva
74 76 ohniva
67 48 ohniva
48 73 ledova
55 14 ohniva
6 64 ohniva
17 46 ledova
19 41 ohniva
1 21 ohniva
59 77 ohniva
52 61 ledova
32 58 ledova
7 74 ohniva
33 62 ohniva
60 40 ledova
78 9 ledova
17 55 ohniva
59 52 ledova
9 77 ohniva
53 22 ohniva
9 57 ledova
40 16 ohniva
62 37 ohniva
55 8 ledova
70 23 ohniva
4 10 ledova
21 68 ledova
16 26 ledova
4 42 ledova
64 30 ledova
28 10 ledova
76 22 ledova
16 14 ledova
43 0 ohniva
21 35 ohniva
10 56 ohniva
61 45 ledova
19 21 ledova
60 33 ledova
34 51 ohniva
44 2 ledova
71 28 ohniva
12 54 ohniva
25 30 ledova
17 14 ledova
76 28 ohniva
5 50 ohniva
73 70 ohniva
5 68 ledova
9 54 ledova
13 24 ohniva
8 43 ledova
17 50 ohniva
93 147
39 41 ledova
11 65 ledova
44 90 ohniva
2 88 ledova
35 2 ledova
45 6 ledova
46 76 ohniva
45 87 ohniva
62 4 ohniva
46 76 ohniva
0 9 ohniva
89 92 ohniva
4 59 ledova
79 60 ledova
16 7 ledova
1 66 ledova
89 28 ledova
70 45 ohniva
51 17 ohniva
37 78 ohniva
25 20 ohniva
10 30 ohniva
66 58 ohniva
2 75 ohniva
28 35 ohniva
69 62 ohniva
21 42 ledova
17 54 ohniva
82 20 ledova
25 20 ledova
33 20 ohniva
58 46 ohniva
57 27 ledova
63 1 ledova
16 92 ledova
88 71 ohniva
42 14 ohniva
77 83 ohniva
14 92 ledova
76 85 ledova
13 87 ohniva
52 76 ohniva
75 47 ledova
30 80 ohniva
76 62 ohniva
71 64 ohniva
75 63 ledova
57 37 ledova
16 6 ohniva
11 64 ohniva
19 73 ohniva
10 0 ledova
1 80 ohniva
9 20 ohniva
12 47 ledova
19 21 ledova
70 50 ledova
5 36 ohniva
80 44 ohniva
69 61 ohniva
27 86 ledova
88 70 ledova
59 84 ohniva
61 46 ohniva
14 19 ledova
11 74 ohniva
16 75 ohniva
62 46 ledova
61 2 ohniva
42 14 ledova
46 39 ohniva
91 85 ledova
63 1 ohniva
5 80 ohniva
6 81 ohniva
17 61 ohniva
52 87 ledova
14 86 ledova
36 12 ledova
19 47 ohniva
57 36 ledova
56 39 ledova
43 15 ohniva
10 70 ohniva
37 57 ledova
71 88 ohniva
54 81 ohniva
31 56 ohniva
32 58 ohniva
88 29 ledova
41 91 ledova
20 24 ledova
3 10 ledova
62 47 ledova
76 65 ledova
50 32 ledova
0 41 ohniva
87 37 ohniva
52 33 ledova
79 40 ledova
43 63 ledova
79 63 ohniva
28 13 ohniva
30 12 ledova
9 83 ohniva
46 41 ledova
20 90 ohniva
59 60 ohniva
59 2 ohniva
69 88 ohniva
18 47 ledova
54 17 ohniva
71 26 ohniva
62 11 ohniva
62 7 ledova
76 56 ohniva
68 42 ohniva
29 55 ohniva
21 87 ledova
76 22 ohniva
80 31 ledova
8 23 ledova
88 69 ledova
40 90 ohniva
62 78 ohniva
67 78 ledova
79 15 ledova
64 70 ledova
10 57 ledova
36 50 ledova
89 3 ledova
91 85 ohniva
42 18 ledova
6 14 ledova
0 63 ledova
87 55 ohniva
82 39 ohniva
49 45 ledova
91 66 ledova
17 53 ohniva
50 29 ohniva
4 42 ledova
89 53 ohniva
17 75 ohniva
61 84 ohniva
15 41 ledova
48 27 ledova
50 54
46 47 ledova
9 10 ohniva
10 11 ledova
7 8 ohniva
8 9 ledova
14 15 ledova
39 40 ohniva
36 37 ledova
33 9 ledova
16 17 ledova
22 23 ledova
38 39 ledova
3 4 ohniva
32 33 ledova
31 32 ohniva
33 34 ohniva
30 31 ledova
15 16 ohniva
25 26 ohniva
23 24 ohniva
12 13 ledova
18 30 ohniva
28 29 ledova
37 38 ohniva
43 44 ohniva
21 22 ohniva
44 45 ledova
21 9 ledova
34 35 ledova
5 6 ohniva
1 2 ohniva
40 41 ledova
0 1 ledova
26 27 ledova
20 21 ledova
42 43 ledova
13 14 ohniva
19 20 ohniva
47 48 ohniva
6 7 ledova
2 3 ledova
4 5 ledova
24 25 ledova
48 49 ledova
8 11 ledova
17 18 ohniva
11 12 ohniva
35 36 ohniva
29 30 ohniva
41 42 ohniva
18 19 ledova
45 46 ohniva
27 28 ohniva
41 3 ledova
29 28
1 2 ohniva
11 12 ohniva
22 23 ohniva
23 24 ohniva
5 6 ohniva
13 14 ohniva
4 5 ohniva
14 15 ohniva
26 27 ohniva
9 10 ohniva
2 3 ohniva
7 8 ohniva
3 4 ohniva
19 20 ohniva
20 21 ohniva
6 7 ohniva
16 17 ohniva
24 25 ohniva
0 1 ohniva
15 16 ohniva
10 11 ohniva
25 26 ohniva
