42
4 3
8 23 ohniva
4 23 ohniva
2 8 ohniva
19 11 ledova
24 21 ohniva
16 8 ledova
17 25 ledova
21 4 ledova
14 11 ledova
14 23 ledova
7 24
5 4 ohniva
1 0 ledova
3 1 ledova
5 6 ohniva
0 6 ledova
1 6 ledova
1 2 ohniva
5 6 ohniva
0 5 ohniva
2 6 ohniva
0 2 ledova
0 6 ohniva
4 1 ledova
3 6 ledova
3 0 ohniva
1 6 ohniva
2 1 ledova
2 1 ohniva
0 5 ledova
4 5 ledova
4 3 ohniva
5 1 ledova
5 6 ohniva
0 1 ohniva
50 49
1 2 ledova
31 32 ledova
48 49 ledova
34 35 ledova
11 12 ledova
24 25 ledova
7 8 ledova
9 10 ledova
19 20 ledova
46 47 ledova
10 11 ledova
40 41 ledova
18 19 ledova
12 13 ledova
42 43 ledova
5 6 ledova
26 27 ledova
0 1 ledova
29 30 ledova
4 5 ledova
8 9 ledova
3 4 ledova
22 23 ledova
44 45 ledova
23 24 ledova
30 31 ledova
17 18 ledova
41 42 ledova
28 29 ledova
39 40 ledova
21 22 ledova
32 33 ledova
2 3 ledova
15 16 ledova
36 37 ledova
33 34 ledova
37 38 ledova
6 7 ledova
38 39 ledova
35 36 ledova
13 14 ledova
20 21 ledova
16 17 ledova
25 26 ledova
47 48 ledova
45 46 ledova
14 15 ledova
27 28 ledova
43 44 ledova
49 59
35 8 ledova
19 3 ohniva
35 12 ohniva
47 11 ledova
6 31 ohniva
14 48 ledova
20 26 ohniva
35 31 ohniva
28 26 ohniva
34 16 ohniva
23 29 ohniva
37 31 ledova
25 29 ledova
22 10 ohniva
32 2 ledova
31 3 ledova
34 43 ohniva
48 29 ledova
22 26 ledova
14 47 ohniva
0 42 ohniva
14 3 ohniva
1 10 ledova
5 32 ohniva
18 13 ohniva
48 33 ledova
31 3 ledova
20 34 ledova
27 32 ledova
45 30 ohniva
39 26 ohniva
45 48 ohniva
36 40 ohniva
2 6 ohniva
43 12 ledova
6 35 ohniva
43 23 ohniva
45 2 ledova
38 19 ledova
31 37 ledova
3 16 ledova
28 37 ohniva
47 30 ohniva
13 10 ohniva
1 38 ohniva
14 36 ledova
32 42 ohniva
20 1 ledova
34 21 ledova
27 35 ohniva
25 47 ledova
7 31 ohniva
22 6 ledova
1 41 ohniva
32 28 ohniva
26 22 ohniva
11 39 ledova
6 20 ledova
22 43 ohniva
67 177
6 40 ledova
15 65 ohniva
23 55 ledova
4 29 ledova
41 1 ledova
58 44 ledova
63 13 ledova
64 55 ohniva
21 1 ledova
24 63 ledova
8 40 ledova
14 55 ohniva
5 28 ohniva
58 46 ohniva
43 25 ledova
6 1 ledova
1 18 ledova
0 14 ledova
46 56 ledova
61 0 ohniva
16 32 ohniva
52 24 ledova
49 6 ledova
31 56 ohniva
35 15 ohniva
31 34 ohniva
19 40 ledova
21 25 ohniva
47 24 ohniva
33 0 ohniva
38 1 ohniva
61 47 ledova
19 25 ohniva
65 41 ohniva
62 46 ohniva
22 43 ohniva
64 54 ohniva
48 0 ledova
54 47 ledova
37 31 ohniva
53 18 ohniva
30 44 ohniva
13 7 ohniva
65 40 ledova
9 37 ohniva
1 25 ohniva
12 31 ohniva
19 58 ledova
29 47 ledova
65 44 ledova
52 39 ledova
49 33 ohniva
19 31 ledova
37 31 ledova
6 38 ohniva
32 47 ohniva
54 48 ledova
34 38 ledova
14 0 ledova
12 56 ohniva
1 59 ledova
23 5 ledova
43 58 ledova
35 8 ohniva
52 29 ledova
32 17 ledova
48 15 ohniva
40 60 ohniva
30 6 ledova
60 57 ohniva
60 61 ledova
65 37 ohniva
20 14 ohniva
62 41 ledova
38 45 ledova
8 35 ohniva
63 59 ohniva
18 42 ledova
42 40 ohniva
15 47 ledova
58 6 ledova
61 40 ledova
58 54 ohniva
2 16 ledova
20 65 ohniva
21 39 ohniva
35 61 ledova
24 9 ohniva
0 61 ledova
65 41 ledova
14 18 ledova
56 64 ledova
58 6 ledova
62 36 ohniva
64 18 ohniva
31 17 ohniva
15 30 ledova
61 26 ohniva
7 9 ohniva
6 13 ledova
63 23 ohniva
13 33 ohniva
37 23 ledova
49 48 ledova
45 25 ledova
1 29 ledova
49 10 ohniva
17 11 ledova
0 15 ohniva
1 31 ohniva
44 46 ledova
47 46 ohniva
49 27 ohniva
19 20 ohniva
15 29 ledova
28 34 ledova
39 17 ledova
59 17 ohniva
19 35 ledova
38 41 ohniva
46 53 ledova
29 15 ledova
62 30 ledova
55 53 ohniva
0 60 ohniva
4 19 ohniva
65 23 ledova
30 52 ledova
62 34 ohniva
22 37 ohniva
66 3 ledova
24 64 ohniva
64 18 ohniva
5 14 ledova
46 12 ledova
7 42 ledova
26 39 ledova
17 57 ohniva
35 31 ohniva
34 5 ledova
15 42 ledova
12 14 ledova
28 1 ohniva
49 62 ledova
42 52 ohniva
6 51 ohniva
41 62 ledova
26 56 ohniva
66 33 ohniva
19 40 ohniva
16 44 ledova
4 21 ledova
50 47 ledova
1 19 ohniva
43 6 ohniva
48 1 ledova
3 4 ohniva
66 49 ohniva
7 50 ledova
35 33 ledova
13 14 ledova
66 23 ohniva
31 36 ohniva
52 19 ohniva
23 45 ohniva
30 33 ledova
28 13 ohniva
26 27 ohniva
40 48 ledova
17 28 ohniva
43 10 ledova
21 33 ohniva
55 29 ohniva
19 31 ledova
49 12 ohniva
58 41 ohniva
55 18 ledova
28 60
12 26 ledova
26 11 ohniva
16 12 ohniva
4 8 ledova
0 27 ohniva
6 24 ohniva
3 6 ledova
23 5 ohniva
4 3 ledova
19 21 ledova
4 6 ledova
21 16 ledova
6 0 ohniva
9 17 ledova
13 21 ohniva
11 0 ohniva
4 23 ohniva
24 14 ledova
3 8 ledova
10 20 ledova
18 26 ohniva
6 15 ledova
17 6 ledova
21 4 ohniva
8 3 ohniva
9 11 ledova
5 18 ohniva
14 6 ledova
10 3 ohniva
5 21 ledova
13 21 ohniva
11 23 ledova
25 22 ledova
18 15 ohniva
9 1 ohniva
23 1 ohniva
25 22 ledova
4 9 ledova
3 21 ohniva
26 3 ohniva
16 9 ohniva
11 16 ledova
6 1 ohniva
14 24 ledova
4 6 ledova
12 8 ohniva
0 2 ledova
25 11 ledova
6 17 ledova
17 22 ledova
8 25 ohniva
23 7 ledova
19 12 ohniva
24 17 ledova
24 26 ledova
14 13 ohniva
6 11 ledova
8 11 ohniva
12 20 ledova
26 27 ohniva
100 154
86 52 ohniva
26 84 ohniva
55 98 ledova
3 34 ledova
40 88 ledova
87 67 ledova
2 60 ohniva
90 13 ohniva
74 53 ledova
41 46 ohniva
0 59 ledova
7 36 ledova
91 46 ohniva
40 42 ohniva
26 65 ledova
99 15 ledova
69 26 ledova
17 8 ohniva
77 68 ledova
30 90 ledova
38 0 ohniva
5 64 ohniva
67 89 ledova
1 30 ledova
82 57 ohniva
27 42 ledova
1 22 ohniva
50 55 ohniva
74 45 ohniva
70 35 ohniva
72 71 ledova
80 76 ledova
74 11 ohniva
68 9 ohniva
25 95 ohniva
62 31 ohniva
92 33 ledova
62 0 ohniva
11 25 ledova
97 30 ledova
53 37 ohniva
27 61 ledova
14 63 ohniva
90 4 ledova
12 2 ledova
46 2 ledova
6 87 ledova
41 75 ohniva
99 92 ledova
24 9 ledova
13 59 ledova
34 55 ledova
86 25 ohniva
32 35 ledova
72 9 ledova
77 9 ohniva
30 7 ledova
83 7 ledova
27 83 ledova
10 12 ledova
25 82 ohniva
69 75 ledova
86 47 ohniva
80 12 ohniva
90 96 ledova
97 27 ledova
85 45 ohniva
95 1 ledova
98 53 ledova
47 36 ohniva
51 67 ledova
36 46 ledova
5 81 ohniva
30 48 ohniva
7 8 ohniva
33 53 ledova
35 63 ledova
47 7 ledova
92 43 ledova
35 94 ohniva
59 60 ohniva
61 38 ledova
64 28 ohniva
84 80 ohniva
98 5 ohniva
95 6 ledova
50 16 ledova
11 1 ohniva
59 95 ohniva
99 79 ohniva
99 79 ledova
6 53 ohniva
68 77 ledova
79 94 ohniva
62 24 ledova
48 80 ohniva
40 81 ohniva
82 43 ledova
72 25 ledova
1 8 ohniva
62 12 ohniva
89 94 ohniva
2 55 ledova
1 13 ohniva
66 55 ledova
75 72 ohniva
18 66 ohniva
49 59 ohniva
29 50 ohniva
92 46 ohniva
92 90 ledova
71 70 ledova
89 37 ledova
97 65 ohniva
72 16 ohniva
35 89 ledova
96 28 ohniva
70 24 ohniva
54 91 ohniva
16 58 ohniva
69 90 ledova
26 27 ledova
90 39 ledova
76 99 ohniva
98 53 ohniva
15 37 ohniva
60 98 ledova
58 38 ledova
53 39 ohniva
83 71 ohniva
35 85 ohniva
20 21 ohniva
39 60 ohniva
89 99 ohniva
12 11 ohniva
42 67 ohniva
16 40 ledova
86 84 ohniva
56 94 ledova
72 31 ohniva
19 13 ledova
20 24 ohniva
61 55 ohniva
57 15 ledova
47 6 ledova
69 71 ohniva
86 12 ledova
93 12 ohniva
2 35 ohniva
5 46 ledova
21 31 ledova
70 99 ledova
61 75 ohniva
72 37 ledova
2 10
0 1 ohniva
0 1 ledova
0 1 ledova
0 1 ledova
0 1 ohniva
0 1 ohniva
0 1 ohniva
0 1 ohniva
0 1 ledova
0 1 ledova
86 269
41 18 ohniva
73 43 ledova
26 29 ohniva
35 36 ledova
68 26 ledova
51 60 ledova
62 85 ohniva
32 47 ledova
40 15 ledova
0 1 ohniva
74 32 ledova
53 70 ohniva
62 12 ohniva
17 77 ledova
17 22 ledova
10 57 ohniva
72 52 ledova
78 35 ledova
59 5 ledova
71 81 ohniva
66 78 ohniva
75 68 ohniva
82 54 ledova
51 46 ohniva
13 70 ledova
38 16 ohniva
46 15 ohniva
70 62 ohniva
22 65 ledova
27 33 ledova
52 38 ohniva
18 15 ledova
10 12 ledova
32 55 ohniva
52 36 ledova
50 0 ohniva
67 21 ledova
75 31 ohniva
69 79 ohniva
41 32 ohniva
35 10 ledova
13 57 ohniva
70 80 ledova
23 83 ledova
38 23 ledova
35 54 ohniva
13 49 ledova
23 13 ledova
38 75 ledova
66 55 ledova
68 26 ledova
40 25 ledova
12 31 ohniva
45 23 ohniva
15 21 ledova
42 80 ledova
55 65 ohniva
74 27 ledova
10 76 ohniva
32 76 ledova
74 81 ohniva
9 23 ledova
46 74 ledova
45 51 ohniva
59 12 ohniva
25 76 ohniva
21 67 ledova
28 35 ledova
77 34 ohniva
26 19 ohniva
49 53 ohniva
13 69 ohniva
55 60 ohniva
40 29 ohniva
84 28 ledova
81 24 ledova
62 70 ohniva
9 34 ledova
48 3 ohniva
3 46 ohniva
30 14 ohniva
41 18 ohniva
57 76 ledova
50 27 ledova
44 67 ledova
13 11 ohniva
47 30 ledova
59 48 ohniva
6 48 ohniva
43 12 ohniva
78 9 ohniva
34 39 ohniva
47 25 ledova
53 42 ohniva
11 84 ledova
77 75 ohniva
52 51 ohniva
50 5 ohniva
29 64 ledova
37 19 ledova
51 78 ledova
63 54 ohniva
42 70 ledova
26 82 ledova
53 33 ledova
76 22 ledova
46 41 ledova
72 71 ledova
40 61 ledova
0 1 ohniva
75 26 ledova
11 1 ledova
22 73 ohniva
71 5 ledova
5 16 ledova
57 8 ledova
3 65 ohniva
83 76 ledova
38 82 ledova
16 71 ohniva
22 82 ledova
9 73 ohniva
15 13 ledova
11 35 ledova
49 6 ohniva
13 63 ohniva
51 13 ledova
23 34 ohniva
64 74 ohniva
44 85 ohniva
78 56 ohniva
50 30 ledova
47 16 ledova
46 83 ledova
47 23 ohniva
40 52 ledova
69 70 ohniva
21 81 ledova
26 78 ohniva
30 65 ledova
40 13 ohniva
66 70 ohniva
46 30 ledova
16 24 ohniva
46 30 ledova
41 39 ledova
26 65 ohniva
30 34 ledova
26 84 ohniva
55 85 ohniva
85 8 ohniva
45 11 ohniva
14 38 ledova
44 55 ohniva
4 46 ohniva
33 57 ledova
7 25 ohniva
8 79 ledova
14 84 ledova
53 82 ohniva
10 60 ledova
4 38 ledova
68 46 ohniva
46 28 ledova
31 54 ledova
49 81 ohniva
69 48 ohniva
31 64 ohniva
45 43 ledova
11 75 ledova
3 31 ledova
78 79 ledova
70 40 ledova
15 36 ledova
51 18 ohniva
75 55 ledova
24 3 ohniva
75 20 ledova
68 51 ohniva
66 43 ohniva
54 16 ledova
8 53 ohniva
14 80 ohniva
15 36 ledova
44 49 ledova
81 7 ohniva
78 82 ohniva
23 16 ohniva
46 29 ledova
66 69 ohniva
39 12 ledova
66 53 ohniva
20 6 ohniva
36 23 ledova
32 82 ohniva
59 9 ledova
60 82 ledova
37 78 ledova
6 11 ohniva
27 69 ledova
64 32 ohniva
11 35 ledova
71 32 ledova
66 65 ohniva
52 5 ohniva
17 59 ohniva
11 36 ohniva
45 73 ohniva
26 69 ledova
22 1 ohniva
25 10 ohniva
54 66 ledova
68 7 ledova
14 23 ohniva
52 60 ledova
21 51 ledova
57 25 ledova
27 75 ohniva
57 69 ledova
38 35 ledova
75 38 ledova
61 7 ohniva
40 59 ledova
79 35 ohniva
55 26 ohniva
17 57 ledova
33 75 ohniva
48 7 ohniva
48 63 ohniva
28 57 ohniva
57 69 ohniva
37 53 ohniva
12 58 ledova
85 19 ohniva
33 41 ohniva
55 81 ledova
14 84 ledova
57 1 ledova
18 61 ohniva
28 8 ohniva
3 68 ohniva
33 61 ohniva
21 60 ohniva
23 24 ledova
9 64 ledova
61 24 ohniva
25 59 ohniva
1 45 ledova
45 46 ohniva
83 72 ohniva
18 42 ledova
50 39 ledova
67 79 ohniva
48 76 ohniva
21 55 ohniva
5 2 ohniva
53 51 ledova
73 80 ledova
82 49 ledova
23 62 ohniva
44 10 ohniva
44 51 ledova
17 72 ledova
16 26 ledova
71 68 ohniva
52 32 ledova
84 24 ohniva
51 33 ledova
56 44 ledova
96 115
25 34 ohniva
18 25 ohniva
64 66 ledova
68 85 ohniva
12 36 ohniva
20 78 ledova
63 53 ohniva
69 58 ohniva
37 41 ledova
15 78 ledova
61 52 ohniva
21 3 ohniva
42 32 ledova
30 84 ohniva
34 49 ohniva
92 87 ledova
91 35 ohniva
48 91 ohniva
7 41 ohniva
86 22 ohniva
75 7 ohniva
64 78 ohniva
1 57 ledova
92 78 ohniva
9 31 ledova
65 51 ohniva
16 38 ledova
20 66 ledova
30 14 ohniva
68 80 ohniva
0 57 ledova
19 42 ohniva
70 81 ohniva
61 29 ohniva
40 80 ohniva
73 81 ohniva
69 80 ohniva
52 57 ledova
26 17 ohniva
44 11 ohniva
49 90 ohniva
41 11 ohniva
71 78 ledova
60 22 ledova
3 93 ledova
83 36 ledova
50 3 ledova
47 7 ohniva
6 58 ohniva
51 67 ledova
94 34 ledova
27 80 ohniva
95 15 ledova
46 48 ledova
25 94 ohniva
0 14 ohniva
10 22 ledova
35 87 ohniva
88 46 ohniva
52 71 ohniva
9 42 ledova
17 90 ohniva
1 58 ledova
77 66 ledova
1 7 ledova
38 25 ohniva
85 52 ohniva
7 14 ledova
19 27 ohniva
93 32 ohniva
4 35 ledova
12 26 ohniva
54 5 ledova
77 53 ohniva
12 42 ohniva
94 29 ledova
28 13 ledova
15 40 ohniva
29 39 ohniva
12 76 ohniva
93 30 ohniva
46 76 ohniva
58 44 ohniva
48 6 ledova
78 39 ohniva
87 30 ohniva
68 90 ledova
20 10 ohniva
22 48 ledova
57 51 ledova
82 20 ohniva
80 88 ledova
64 75 ledova
56 3 ledova
10 0 ohniva
38 53 ledova
84 8 ledova
1 45 ledova
2 43 ohniva
6 42 ohniva
10 64 ohniva
8 67 ohniva
89 13 ohniva
20 51 ohniva
49 55 ledova
13 49 ohniva
5 71 ledova
23 92 ohniva
22 37 ohniva
80 50 ohniva
69 55 ohniva
11 35 ledova
75 37 ledova
45 41 ohniva
53 8 ledova
51 279
7 40 ohniva
3 34 ledova
34 45 ohniva
0 25 ohniva
34 35 ohniva
28 13 ledova
27 18 ohniva
46 22 ohniva
18 10 ledova
21 27 ohniva
7 48 ledova
21 38 ledova
24 31 ledova
15 16 ohniva
8 0 ledova
3 19 ohniva
49 3 ohniva
16 17 ohniva
15 3 ledova
8 45 ohniva
22 26 ledova
2 27 ledova
7 23 ledova
31 26 ledova
39 16 ledova
6 43 ohniva
20 15 ledova
38 23 ledova
50 37 ohniva
10 26 ohniva
3 29 ledova
25 19 ohniva
31 12 ohniva
24 43 ohniva
27 15 ledova
31 41 ohniva
36 21 ohniva
18 28 ledova
5 12 ohniva
4 29 ledova
31 28 ohniva
18 4 ledova
27 24 ledova
26 16 ledova
39 40 ledova
30 15 ledova
21 30 ledova
32 20 ohniva
46 11 ledova
13 19 ledova
3 4 ohniva
0 3 ohniva
12 15 ohniva
9 40 ohniva
49 25 ohniva
23 11 ohniva
43 39 ledova
41 42 ledova
38 30 ledova
19 28 ohniva
25 40 ledova
37 49 ohniva
37 2 ohniva
38 40 ohniva
4 22 ohniva
17 31 ohniva
32 14 ohniva
45 41 ledova
32 21 ohniva
33 40 ledova
28 9 ohniva
23 34 ohniva
38 49 ledova
48 16 ledova
44 28 ohniva
45 38 ledova
21 32 ohniva
35 43 ohniva
18 16 ohniva
30 39 ohniva
49 0 ohniva
28 10 ledova
21 42 ohniva
48 34 ledova
5 49 ohniva
0 36 ledova
11 9 ledova
26 33 ohniva
24 20 ohniva
12 40 ledova
37 25 ohniva
11 46 ohniva
6 48 ohniva
31 50 ohniva
48 3 ohniva
12 2 ohniva
33 36 ledova
48 12 ledova
46 15 ohniva
17 29 ledova
5 47 ohniva
6 5 ohniva
33 35 ohniva
20 19 ohniva
49 41 ledova
34 9 ohniva
5 22 ledova
25 48 ledova
1 42 ohniva
20 42 ledova
44 6 ledova
23 5 ledova
5 12 ohniva
2 26 ohniva
20 31 ledova
10 42 ohniva
14 25 ledova
37 46 ledova
32 2 ledova
20 44 ohniva
3 0 ohniva
34 32 ledova
4 7 ledova
26 50 ledova
24 44 ledova
26 43 ledova
32 26 ledova
1 36 ledova
41 7 ledova
28 14 ohniva
1 24 ledova
3 4 ohniva
19 3 ledova
47 3 ohniva
9 5 ohniva
35 48 ledova
10 49 ledova
14 4 ohniva
39 18 ohniva
28 2 ledova
41 40 ledova
11 9 ledova
46 11 ledova
34 24 ledova
26 30 ledova
47 31 ledova
19 9 ohniva
47 33 ledova
19 17 ledova
22 1 ohniva
25 16 ohniva
26 32 ohniva
22 1 ohniva
22 6 ledova
12 25 ohniva
25 37 ohniva
37 39 ohniva
15 3 ledova
15 23 ledova
35 7 ohniva
34 31 ledova
7 9 ledova
12 39 ledova
17 29 ohniva
35 7 ohniva
29 4 ledova
5 9 ledova
4 13 ledova
44 46 ohniva
48 12 ledova
27 12 ohniva
46 40 ledova
48 5 ledova
19 6 ohniva
36 18 ohniva
2 49 ledova
5 6 ledova
31 49 ohniva
5 34 ledova
22 20 ohniva
34 1 ohniva
40 35 ohniva
15 19 ledova
9 29 ledova
50 8 ohniva
48 46 ohniva
32 7 ledova
24 16 ledova
45 16 ledova
29 40 ledova
17 50 ohniva
47 29 ledova
4 20 ohniva
29 3 ledova
7 23 ledova
8 16 ledova
25 11 ledova
31 49 ohniva
2 3 ohniva
6 9 ledova
12 41 ledova
37 46 ohniva
25 30 ohniva
28 24 ohniva
35 31 ledova
21 6 ohniva
11 38 ohniva
1 6 ledova
31 45 ledova
6 48 ohniva
8 32 ohniva
34 48 ledova
7 49 ohniva
38 7 ledova
49 16 ohniva
3 1 ohniva
9 3 ledova
44 1 ohniva
33 45 ledova
45 42 ohniva
40 44 ohniva
0 13 ohniva
21 39 ledova
4 19 ledova
38 43 ledova
34 35 ledova
15 27 ohniva
14 49 ohniva
42 40 ledova
28 3 ledova
43 44 ledova
38 18 ledova
11 15 ledova
47 49 ohniva
38 14 ledova
47 21 ohniva
39 2 ohniva
50 24 ledova
25 50 ohniva
47 19 ohniva
26 23 ohniva
16 33 ledova
23 35 ohniva
32 43 ledova
39 47 ohniva
4 28 ohniva
42 13 ledova
14 38 ohniva
32 12 ledova
33 11 ohniva
4 24 ledova
4 8 ledova
39 20 ledova
24 25 ohniva
27 21 ohniva
9 28 ohniva
22 28 ledova
45 32 ohniva
9 30 ledova
49 21 ledova
21 31 ohniva
35 12 ledova
33 28 ohniva
4 20 ledova
25 11 ledova
42 8 ohniva
8 42 ledova
35 20 ohniva
6 36 ohniva
28 17 ohniva
25 7 ohniva
48 22 ohniva
41 0 ohniva
3 32 ledova
20 2 ohniva
11 0 ledova
42 39 ledova
14 29 ohniva
39 45 ledova
2 2
0 1 ohniva
0 1 ledova
47 46
12 13 ohniva
32 33 ohniva
5 6 ohniva
24 25 ohniva
10 11 ohniva
30 31 ohniva
41 42 ohniva
9 10 ohniva
17 18 ohniva
38 39 ohniva
29 30 ohniva
22 23 ohniva
8 9 ohniva
15 16 ohniva
33 34 ohniva
18 19 ohniva
11 12 ohniva
45 46 ohniva
40 41 ohniva
35 36 ohniva
21 22 ohniva
7 8 ohniva
4 5 ohniva
44 45 ohniva
31 32 ohniva
43 44 ohniva
2 3 ohniva
16 17 ohniva
28 29 ohniva
3 4 ohniva
0 1 ohniva
23 24 ohniva
37 38 ohniva
26 27 ohniva
42 43 ohniva
1 2 ohniva
6 7 ohniva
36 37 ohniva
13 14 ohniva
19 20 ohniva
27 28 ohniva
14 15 ohniva
34 35 ohniva
25 26 ohniva
20 21 ohniva
39 40 ohniva
10 18
2 9 ohniva
4 3 ledova
6 4 ledova
6 3 ledova
5 1 ledova
9 6 ledova
6 3 ohniva
0 6 ledova
2 5 ohniva
4 3 ledova
6 8 ohniva
3 7 ohniva
0 9 ledova
1 4 ohniva
8 9 ohniva
2 9 ledova
6 7 ledova
0 8 ohniva
87 282
19 21 ledova
5 54 ledova
32 47 ohniva
60 39 ledova
39 65 ledova
43 52 ohniva
66 33 ohniva
59 7 ohniva
6 73 ohniva
3 39 ledova
72 24 ledova
44 22 ohniva
68 1 ledova
22 25 ohniva
0 77 ohniva
62 85 ledova
85 21 ledova
66 55 ohniva
21 65 ohniva
39 41 ohniva
32 51 ledova
11 10 ohniva
40 31 ohniva
21 23 ledova
2 34 ledova
21 33 ledova
60 75 ohniva
43 64 ledova
11 23 ledova
62 50 ohniva
44 33 ohniva
54 13 ledova
51 26 ledova
41 53 ohniva
24 50 ledova
60 26 ohniva
35 27 ledova
59 10 ledova
35 79 ohniva
68 57 ledova
38 8 ohniva
18 53 ohniva
63 42 ledova
3 79 ohniva
73 4 ledova
31 28 ledova
43 68 ledova
54 79 ledova
52 55 ohniva
15 7 ledova
4 17 ledova
53 3 ledova
12 58 ohniva
81 2 ledova
47 4 ledova
5 35 ohniva
50 16 ledova
2 11 ohniva
65 21 ledova
57 82 ohniva
63 15 ohniva
48 45 ledova
38 11 ohniva
58 74 ohniva
80 47 ledova
51 42 ohniva
44 23 ohniva
40 76 ledova
10 66 ledova
47 23 ohniva
72 11 ledova
63 76 ledova
58 65 ohniva
62 55 ledova
32 13 ohniva
82 81 ledova
84 38 ledova
40 21 ohniva
57 22 ohniva
39 56 ohniva
64 57 ledova
39 65 ohniva
80 57 ledova
84 28 ledova
62 10 ledova
73 6 ohniva
38 56 ledova
74 63 ledova
64 9 ohniva
34 47 ledova
85 39 ohniva
84 67 ohniva
0 59 ledova
30 83 ledova
28 86 ledova
43 1 ledova
52 2 ledova
45 74 ledova
45 35 ohniva
33 72 ohniva
33 64 ledova
8 9 ledova
85 54 ohniva
83 59 ledova
72 26 ohniva
36 44 ohniva
72 53 ohniva
34 85 ohniva
58 17 ohniva
72 4 ledova
39 46 ohniva
56 79 ohniva
47 81 ohniva
23 24 ohniva
23 30 ledova
84 57 ohniva
74 68 ohniva
71 19 ledova
80 13 ledova
34 23 ledova
82 85 ledova
8 27 ohniva
57 1 ohniva
41 3 ledova
60 13 ohniva
13 70 ledova
22 77 ohniva
70 16 ohniva
35 0 ledova
3 78 ohniva
3 16 ledova
18 68 ohniva
13 4 ledova
14 32 ledova
62 68 ohniva
70 56 ledova
28 34 ledova
86 19 ledova
49 35 ledova
73 29 ledova
71 2 ohniva
76 79 ohniva
33 78 ledova
26 25 ohniva
52 86 ohniva
32 77 ledova
72 32 ohniva
70 83 ledova
53 19 ohniva
22 49 ohniva
32 15 ohniva
18 5 ohniva
38 61 ohniva
48 25 ledova
85 37 ledova
68 35 ledova
69 62 ledova
59 85 ohniva
75 28 ohniva
24 80 ledova
27 11 ohniva
16 82 ohniva
62 18 ledova
70 12 ledova
23 77 ledova
7 83 ohniva
30 77 ledova
6 31 ohniva
78 68 ledova
76 71 ohniva
6 19 ledova
17 34 ohniva
84 6 ledova
68 21 ohniva
83 86 ohniva
19 76 ohniva
26 64 ledova
76 18 ledova
25 3 ledova
22 75 ledova
22 45 ohniva
13 15 ohniva
56 32 ledova
42 68 ohniva
54 23 ledova
39 65 ohniva
21 52 ohniva
79 11 ledova
3 43 ohniva
62 80 ledova
21 35 ohniva
30 81 ledova
83 16 ledova
29 85 ledova
67 61 ohniva
44 82 ledova
75 10 ledova
11 41 ohniva
72 42 ohniva
61 7 ohniva
77 22 ohniva
5 6 ledova
84 54 ledova
2 14 ohniva
15 39 ohniva
3 85 ledova
9 34 ledova
43 26 ledova
84 61 ledova
3 44 ledova
42 15 ledova
66 31 ohniva
6 55 ohniva
35 43 ledova
42 21 ledova
3 12 ohniva
41 15 ledova
83 9 ohniva
32 17 ledova
59 68 ledova
31 14 ledova
44 16 ledova
33 53 ledova
57 77 ledova
26 35 ledova
7 45 ohniva
26 67 ledova
19 52 ledova
53 26 ledova
49 66 ledova
52 73 ledova
81 36 ohniva
74 36 ohniva
4 31 ohniva
23 6 ledova
68 18 ohniva
61 80 ledova
14 58 ohniva
56 43 ohniva
54 35 ohniva
49 19 ohniva
73 42 ledova
59 34 ledova
28 70 ledova
49 66 ohniva
24 3 ohniva
43 86 ohniva
77 7 ledova
36 29 ledova
3 21 ohniva
0 2 ohniva
75 73 ledova
57 76 ledova
67 72 ledova
69 84 ohniva
66 25 ohniva
55 57 ledova
79 81 ohniva
46 81 ohniva
76 85 ledova
17 61 ohniva
2 38 ledova
55 74 ohniva
32 63 ledova
52 21 ohniva
28 73 ledova
24 8 ledova
27 55 ohniva
78 5 ledova
7 76 ledova
5 31 ohniva
46 85 ledova
63 31 ledova
35 33 ohniva
28 84 ledova
83 58 ledova
57 54 ledova
72 37 ledova
33 31 ledova
38 60 ledova
66 75 ledova
46 79 ohniva
76 213
72 37 ledova
22 73 ledova
11 7 ohniva
34 37 ohniva
7 46 ohniva
71 18 ohniva
28 13 ohniva
74 55 ledova
52 14 ohniva
43 52 ledova
35 5 ohniva
10 30 ohniva
32 45 ohniva
12 26 ohniva
69 66 ohniva
72 20 ledova
41 17 ohniva
47 55 ohniva
49 69 ohniva
56 17 ledova
16 65 ledova
40 15 ledova
13 41 ledova
5 70 ohniva
17 74 ohniva
67 23 ohniva
58 37 ledova
60 36 ohniva
27 0 ledova
20 71 ohniva
75 4 ohniva
51 24 ledova
48 28 ledova
11 56 ohniva
30 9 ledova
21 37 ledova
25 16 ledova
61 70 ledova
60 74 ledova
63 37 ledova
28 41 ledova
59 50 ohniva
37 42 ohniva
10 50 ledova
3 75 ohniva
12 73 ohniva
18 63 ohniva
19 64 ledova
9 46 ohniva
57 60 ohniva
73 66 ohniva
45 54 ledova
20 66 ohniva
61 40 ledova
56 70 ohniva
65 20 ohniva
41 20 ledova
40 48 ledova
40 46 ledova
43 47 ohniva
12 49 ledova
3 31 ohniva
18 74 ohniva
62 0 ohniva
0 20 ledova
75 68 ohniva
59 42 ohniva
9 0 ledova
45 16 ledova
44 61 ledova
0 32 ledova
35 2 ohniva
47 58 ohniva
26 57 ledova
54 37 ohniva
30 56 ledova
58 0 ohniva
6 59 ohniva
46 23 ledova
24 20 ledova
42 71 ledova
41 57 ohniva
11 23 ledova
16 39 ohniva
4 40 ledova
